University of Mancheseter,Latin and Linguistics BA (3 years),00275/ba-latin-and-linguistics/
University of Mancheseter,Latin and Spanish BA (4 years),00277/ba-latin-and-spanish/
University of Mancheseter,Law LLB (3 years),09672/llb-law/
University of Mancheseter,Law with Criminology LLB (3 years),09673/llb-law-with-criminology/
University of Mancheseter,Law with International Study LLB (4 years),11156/llb-law-with-international-study/
University of Mancheseter,Law with Politics LLB (3 years),09674/llb-law-with-politics/
University of Mancheseter,Liberal Arts BA (3 years),17859/ba-liberal-arts/
University of Mancheseter,Life Sciences BSc (3 years),00585/bsc-life-sciences/
University of Mancheseter,Life Sciences with a Modern Language BSc (4 years),00584/bsc-life-sciences-with-a-modern-language/
University of Mancheseter,Life Sciences with Entrepreneurship BSc (4 years),18043/bsc-life-sciences-with-entrepreneurship/
University of Mancheseter,Life Sciences with Industrial/Professional Experience BSc (4 years),00583/bsc-life-sciences-with-industrial-professional-experience/
University of Mancheseter,Linguistics BA (3 years),00291/ba-linguistics/
University of Mancheseter,Linguistics and Arabic BA (4 years),10006/ba-linguistics-and-arabic/
University of Mancheseter,Linguistics and Chinese BA (4 years),06817/ba-linguistics-and-chinese/
University of Mancheseter,Linguistics and French BA (4 years),12162/ba-linguistics-and-french/
University of Mancheseter,Linguistics and German BA (4 years),12163/ba-linguistics-and-german/
University of Mancheseter,Linguistics and Italian BA (4 years),12164/ba-linguistics-and-italian/
University of Mancheseter,Linguistics and Japanese BA (4 years),06819/ba-linguistics-and-japanese/
University of Mancheseter,Linguistics and Latin BA (3 years),00275/ba-linguistics-and-latin/
University of Mancheseter,Linguistics and Portuguese BA (4 years),00101/ba-linguistics-and-portuguese/
University of Mancheseter,Linguistics and Russian BA (4 years),00292/ba-linguistics-and-russian/
University of Mancheseter,Linguistics and Social Anthropology BA (3 years),00288/ba-linguistics-and-social-anthropology/
University of Mancheseter,Linguistics and Sociology BA (3 years),00289/ba-linguistics-and-sociology/
University of Mancheseter,Linguistics and Spanish BA (4 years),00290/ba-linguistics-and-spanish/
University of Mancheseter,Management BSc (3 years),03519/bsc-management/
University of Mancheseter,Management (Accounting & Finance) with Industrial/Professional Experience BSc (4 years),09965/bsc-management-accounting-and-finance-with-industrial-professional-experience/
University of Mancheseter,Management (Accounting and Finance) BSc (3 years),03520/bsc-management-accounting-and-finance/
University of Mancheseter,Management (Human Resources) BSc (3 years),03525/bsc-management-human-resources/
University of Mancheseter,Management (Human Resources) with Industrial/Professional Experience BSc (4 years),09966/bsc-management-human-resources-with-industrial-professional-experience/
University of Mancheseter,"Management (Innovation, Strategy and Entrepreneurship) BSc (3 years)",11245/bsc-management-innovation-strategy-and-entrepreneurship/
University of Mancheseter,"Management (Innovation, Strategy and Entrepreneurship) with Industrial / Professional Experience BSc (4 years)",11242/bsc-management-innovation-strategy-and-entrepreneurship-with-industrial---professional-experience/
University of Mancheseter,Management (International Business Economics) BSc (3 years),03527/bsc-management-international-business-economics/
University of Mancheseter,Management (International Business Economics) with Industrial/Professional Experience BSc (4 years),09967/bsc-management-international-business-economics-with-industrial-professional-experience/
University of Mancheseter,Management (Marketing) BSc (3 years),03528/bsc-management-marketing/
University of Mancheseter,Management (Marketing) with Industrial/Professional Experience BSc (4 years),09970/bsc-management-marketing-with-industrial-professional-experience/
University of Mancheseter,"Management, Leadership and Leisure BA (3 years)",10063/ba-management-leadership-and-leisure/
University of Mancheseter,Management with Industrial/Professional Experience BSc (4 years),09964/bsc-management-with-industrial-professional-experience/
University of Mancheseter,Master of Planning with Real Estate MPRE (4 years),09631/mpre-master-of-planning-with-real-estate/
University of Mancheseter,Materials Science and Engineering BSc (3 years),09894/bsc-materials-science-and-engineering/
University of Mancheseter,Materials Science and Engineering MEng (4 years),09895/meng-materials-science-and-engineering/
University of Mancheseter,Materials Science and Engineering with Biomaterials MEng (4 years),09896/meng-materials-science-and-engineering-with-biomaterials/
University of Mancheseter,Materials Science and Engineering with Corrosion MEng (4 years),09899/meng-materials-science-and-engineering-with-corrosion/
University of Mancheseter,Materials Science and Engineering with Metallurgy MEng (4 years),09898/meng-materials-science-and-engineering-with-metallurgy/
University of Mancheseter,Materials Science and Engineering with Nanomaterials MEng (4 years),12661/meng-materials-science-and-engineering-with-nanomaterials/
University of Mancheseter,Materials Science and Engineering with Polymers MEng (4 years),09897/meng-materials-science-and-engineering-with-polymers/
University of Mancheseter,Materials Science and Engineering with Textiles Technology MEng (4 years),09900/meng-materials-science-and-engineering-with-textiles-technology/
University of Mancheseter,Materials Science with an Integrated Foundation Year BSc/MEng,12959/bsc-meng-materials-science-with-an-integrated-foundation-year/
University of Mancheseter,Mathematics BSc (3 years),00590/bsc-mathematics/
University of Mancheseter,Mathematics MMath (4 years),01688/mmath-mathematics/
University of Mancheseter,Mathematics and Philosophy BSc (3 years),00595/bsc-mathematics-and-philosophy/
University of Mancheseter,Mathematics and Physics BSc (3 years),00592/bsc-mathematics-and-physics/
University of Mancheseter,Mathematics and Physics MMath&Phys (4 years),01684/mmathphys-mathematics-and-physics/
University of Mancheseter,Mathematics and Statistics BSc (3 years),07101/bsc-mathematics-and-statistics/
University of Mancheseter,Mathematics and Statistics MMath (4 years),07102/mmath-mathematics-and-statistics/
University of Mancheseter,Mathematics with an Integrated Foundation Year BSc,12960/bsc-mathematics-with-an-integrated-foundation-year/
University of Mancheseter,Mathematics with Finance BSc (3 years),00495/bsc-mathematics-with-finance/
University of Mancheseter,Mathematics with Financial Mathematics BSc (3 years),00499/bsc-mathematics-with-financial-mathematics/
University of Mancheseter,Mathematics with Financial Mathematics MMath (4 years),01687/mmath-mathematics-with-financial-mathematics/
University of Mancheseter,Mechanical Engineering BEng (3 years),03389/beng-mechanical-engineering/
University of Mancheseter,Mechanical Engineering MEng (4 years),03921/meng-mechanical-engineering/
University of Mancheseter,Mechanical Engineering with an Integrated Foundation Year BEng/MEng,12947/beng-meng-mechanical-engineering-with-an-integrated-foundation-year/
University of Mancheseter,Mechanical Engineering with Industrial Experience MEng (5 years),03919/meng-mechanical-engineering-with-industrial-experience/
University of Mancheseter,Mechanical Engineering with Management BEng (3 years),03390/beng-mechanical-engineering-with-management/
University of Mancheseter,Mechanical Engineering with Management MEng (4 years),03922/meng-mechanical-engineering-with-management/
University of Mancheseter,Mechatronic Engineering BEng (3 years),03394/beng-mechatronic-engineering/
University of Mancheseter,Mechatronic Engineering MEng (4 years),03927/meng-mechatronic-engineering/
University of Mancheseter,Mechatronic Engineering with Industrial Experience BEng (4 years),03395/beng-mechatronic-engineering-with-industrial-experience/
University of Mancheseter,Mechatronic Engineering with Industrial Experience MEng (5 years),03928/meng-mechatronic-engineering-with-industrial-experience/
University of Mancheseter,Medical Biochemistry BSc (3 years),00602/bsc-medical-biochemistry/
University of Mancheseter,Medical Biochemistry MSci (4 years),10121/msci-medical-biochemistry/
University of Mancheseter,Medical Biochemistry with Industrial/Professional Experience BSc (4 years),00600/bsc-medical-biochemistry-with-industrial-professional-experience/
University of Mancheseter,Medical Physiology BSc (3 years),00643/bsc-medical-physiology/
University of Mancheseter,Medical Physiology MSci (4 years),10127/msci-medical-physiology/
University of Mancheseter,Medical Physiology with a Modern Language BSc (4 years),00646/bsc-medical-physiology-with-a-modern-language/
University of Mancheseter,Medical Physiology with Entrepreneurship BSc (4 years),18047/bsc-medical-physiology-with-entrepreneurship/
University of Mancheseter,Medical Physiology with Industrial/Professional Experience BSc (4 years),00645/bsc-medical-physiology-with-industrial-professional-experience/
University of Mancheseter,Medicine MBChB (5 years),01428/mbchb-medicine/
University of Mancheseter,Medicine (6 years including foundation year) MBChB (6 years),01430/mbchb-medicine-6-years-including-foundation-year/
University of Mancheseter,Mental Health Nursing BNurs (3 years),10973/bnurs-mental-health-nursing/
University of Mancheseter,Microbiology BSc (3 years),00609/bsc-microbiology/
University of Mancheseter,Microbiology MSci (4 years),10122/msci-microbiology/
University of Mancheseter,Microbiology with a Modern Language BSc (4 years),00608/bsc-microbiology-with-a-modern-language/
University of Mancheseter,Microbiology with Entrepreneurship BSc (4 years),18044/bsc-microbiology-with-entrepreneurship/
University of Mancheseter,Microbiology with Industrial/Professional Experience BSc (4 years),00607/bsc-microbiology-with-industrial-professional-experience/
University of Mancheseter,Middle Eastern Studies BA (3 years),07729/ba-middle-eastern-studies/
University of Mancheseter,Midwifery BMidwif (3 years),11660/bmidwif-midwifery/
University of Mancheseter,Modern History and Politics BA (3 years),00353/ba-modern-history-and-politics/
University of Mancheseter,Modern History with Economics BA (3 years),00340/ba-modern-history-with-economics/
University of Mancheseter,Modern Language and Business & Management (Arabic) BA,07730/ba-modern-language-and-business-and-management-arabic/
University of Mancheseter,Modern Language and Business & Management (Chinese) BA (4 years),05123/ba-modern-language-and-business-and-management-chinese/
University of Mancheseter,Modern Language and Business & Management (French) BA (4 years),00075/ba-modern-language-and-business-and-management-french/
University of Mancheseter,Modern Language and Business & Management (German) BA (4 years),00076/ba-modern-language-and-business-and-management-german/
University of Mancheseter,Modern Language and Business & Management (Italian) BA (4 years),00077/ba-modern-language-and-business-and-management-italian/
University of Mancheseter,Modern Language and Business & Management (Japanese) BA (4 years),06820/ba-modern-language-and-business-and-management-japanese/
University of Mancheseter,Modern Language and Business & Management (Portuguese) BA (4 years),00102/ba-modern-language-and-business-and-management-portuguese/
University of Mancheseter,Modern Language and Business & Management (Russian) BA (4 years),00078/ba-modern-language-and-business-and-management-russian/
University of Mancheseter,Modern Language and Business & Management (Spanish) BA (4 years),00079/ba-modern-language-and-business-and-management-spanish/
University of Mancheseter,Molecular Biology BSc (3 years),00614/bsc-molecular-biology/
University of Mancheseter,Molecular Biology MSci (4 years),10123/msci-molecular-biology/
University of Mancheseter,Molecular Biology with a Modern Language BSc (4 years),00613/bsc-molecular-biology-with-a-modern-language/
University of Mancheseter,Molecular Biology with Entrepreneurship BSc (4 years),18092/bsc-molecular-biology-with-entrepreneurship/
University of Mancheseter,Molecular Biology with Industrial/Professional Experience BSc (4 years),00612/bsc-molecular-biology-with-industrial-professional-experience/
University of Mancheseter,Music MusB (3 years),02397/musb-music/
University of Mancheseter,Music and Drama BA (3 years),00341/ba-music-and-drama/
University of Mancheseter,Neuroscience BSc (3 years),00617/bsc-neuroscience/
University of Mancheseter,Neuroscience MSci (4 years),10124/msci-neuroscience/
University of Mancheseter,Neuroscience with a Modern Language BSc (4 years),00616/bsc-neuroscience-with-a-modern-language/
University of Mancheseter,Neuroscience with Entrepreneurship BSc (4 years),18045/bsc-neuroscience-with-entrepreneurship/
University of Mancheseter,Neuroscience with Industrial/Professional Experience BSc (4 years),00615/bsc-neuroscience-with-industrial-professional-experience/
University of Mancheseter,Nursing (Adult) BNurs (3 years),10971/bnurs-nursing-adult/
University of Mancheseter,Nursing (Children's) BNurs (3 years),10972/bnurs-nursing-childrens/
University of Mancheseter,Nursing (Mental Health) BNurs (3 years),10973/bnurs-nursing-mental-health/
University of Mancheseter,Optometry BSc (3 years),03571/bsc-optometry/
University of Mancheseter,Oral Health Science BSc (3 years),00626/bsc-oral-health-science/
University of Mancheseter,Pharmacology BSc (3 years),00634/bsc-pharmacology/
University of Mancheseter,Pharmacology MSci (4 years),10125/msci-pharmacology/
University of Mancheseter,Pharmacology and Physiology BSc (3 years),00631/bsc-pharmacology-and-physiology/
University of Mancheseter,Pharmacology and Physiology with Industrial/Professional Experience BSc (4 years),00628/bsc-pharmacology-and-physiology-with-industrial-professional-experience/
University of Mancheseter,Pharmacology with a Modern Language BSc (4 years),00633/bsc-pharmacology-with-a-modern-language/
University of Mancheseter,Pharmacology with Entrepreneurship BSc (4 years),18046/bsc-pharmacology-with-entrepreneurship/
University of Mancheseter,Pharmacology with Industrial/Professional Experience BSc (4 years),00632/bsc-pharmacology-with-industrial-professional-experience/
University of Mancheseter,Pharmacy MPharm (4 years),01695/mpharm-pharmacy/
University of Mancheseter,Pharmacy with a Foundation Year MPharm,07958/mpharm-pharmacy-with-a-foundation-year/
University of Mancheseter,Philosophy BA (3 years),00350/ba-philosophy/
University of Mancheseter,Philosophy and Criminology BASS (3 years),08851/bass-philosophy-and-criminology/
University of Mancheseter,Philosophy and Politics BASS (3 years),08831/bass-philosophy-and-politics/
University of Mancheseter,Philosophy and Quantitative Methods BASS (3 years),09768/bass-philosophy-and-quantitative-methods/
University of Mancheseter,Philosophy and Religion BA (3 years),13042/ba-philosophy-and-religion/
University of Mancheseter,Physics BSc (3 years),00638/bsc-physics/
University of Mancheseter,Physics MPhys (4 years),02021/mphys-physics/
University of Mancheseter,Physics with an Integrated Foundation Year BSc/MPhys,12955/bsc-mphys-physics-with-an-integrated-foundation-year/
University of Mancheseter,Physics with Astrophysics BSc (3 years),00639/bsc-physics-with-astrophysics/
University of Mancheseter,Physics with Astrophysics MPhys (4 years),02024/mphys-physics-with-astrophysics/
University of Mancheseter,Physics with Study in Europe MPhys (4 years),02026/mphys-physics-with-study-in-europe/
University of Mancheseter,Physics with Theoretical Physics BSc (3 years),00642/bsc-physics-with-theoretical-physics/
University of Mancheseter,Physics with Theoretical Physics MPhys (4 years),02029/mphys-physics-with-theoretical-physics/
University of Mancheseter,Planning MPlan (4 years),09931/mplan-planning/
University of Mancheseter,Planning and Real Estate BSc (3 years),12105/bsc-planning-and-real-estate/
University of Mancheseter,Planning and Real Estate with Professional Placement BSc (4 years),12663/bsc-planning-and-real-estate-with-professional-placement/
University of Mancheseter,Planning and Real Estate with Professional Placement MPRE (5 years),12664/mpre-planning-and-real-estate-with-professional-placement/
University of Mancheseter,Planning with Professional Placement MPlan (5 years),12665/mplan-planning-with-professional-placement/
University of Mancheseter,Plant Science BSc (3 years),00648/bsc-plant-science/
University of Mancheseter,Plant Science MSci (4 years),10128/msci-plant-science/
University of Mancheseter,Plant Science with a Modern Language BSc (4 years),00647/bsc-plant-science-with-a-modern-language/
University of Mancheseter,Plant Science with Entrepreneurship BSc (4 years),18048/bsc-plant-science-with-entrepreneurship/
University of Mancheseter,Plant Science with Industrial/Professional Experience BSc (4 years),00515/bsc-plant-science-with-industrial-professional-experience/
University of Mancheseter,"Politics, Philosophy and Economics BA (3 years)",00154/ba-politics-philosophy-and-economics/
University of Mancheseter,Politics and Arabic BA (4 years),11157/ba-politics-and-arabic/
University of Mancheseter,Politics and Chinese BA (4 years),11161/ba-politics-and-chinese/
University of Mancheseter,Politics and Criminology BASS (3 years),08832/bass-politics-and-criminology/
University of Mancheseter,Politics and French BA (4 years),11162/ba-politics-and-french/
University of Mancheseter,Politics and German BA (4 years),11163/ba-politics-and-german/
University of Mancheseter,Politics and International Relations BSocSc (3 years),00675/bsocsc-politics-and-international-relations/
University of Mancheseter,Politics and Italian BA (4 years),11164/ba-politics-and-italian/
University of Mancheseter,Politics and Japanese BA (4 years),11165/ba-politics-and-japanese/
University of Mancheseter,Politics and Modern History BA (3 years),00353/ba-politics-and-modern-history/
University of Mancheseter,Politics and Portuguese BA (4 years),11166/ba-politics-and-portuguese/
University of Mancheseter,Politics and Quantitative Methods BASS (3 years),09766/bass-politics-and-quantitative-methods/
University of Mancheseter,Politics and Russian BA (4 years),11167/ba-politics-and-russian/
University of Mancheseter,Politics and Social Anthropology BASS (3 years),08830/bass-politics-and-social-anthropology/
University of Mancheseter,Politics and Sociology BASS (3 years),08829/bass-politics-and-sociology/
University of Mancheseter,Politics and Spanish BA (4 years),11168/ba-politics-and-spanish/
University of Mancheseter,Portuguese and Chinese BA (4 years),00068/ba-portuguese-and-chinese/
University of Mancheseter,Portuguese and English Language BA (4 years),00086/ba-portuguese-and-english-language/
University of Mancheseter,Portuguese and French BA (4 years),00090/ba-portuguese-and-french/
University of Mancheseter,Portuguese and German BA (4 years),00091/ba-portuguese-and-german/
University of Mancheseter,Portuguese and History BA (4 years),00095/ba-portuguese-and-history/
University of Mancheseter,Portuguese and Italian BA (4 years),00097/ba-portuguese-and-italian/
University of Mancheseter,Portuguese and Japanese BA (4 years),06813/ba-portuguese-and-japanese/
University of Mancheseter,Portuguese and Linguistics BA (4 years),00101/ba-portuguese-and-linguistics/
University of Mancheseter,Portuguese and Politics BA (4 years),11166/ba-portuguese-and-politics/
University of Mancheseter,Portuguese and Russian BA (4 years),00103/ba-portuguese-and-russian/
University of Mancheseter,Portuguese and Spanish BA (4 years),00104/ba-portuguese-and-spanish/
University of Mancheseter,Psychology BSc,00653/bsc-psychology/
University of Mancheseter,"Religions, Theology and Ethics BA (3 years)",17846/ba-religions-theology-and-ethics/
University of Mancheseter,Russian and Chinese BA (4 years),00069/ba-russian-and-chinese/
University of Mancheseter,Russian and English Language BA (4 years),00087/ba-russian-and-english-language/
University of Mancheseter,Russian and French BA (4 years),00305/ba-russian-and-french/
University of Mancheseter,Russian and German BA (4 years),00309/ba-russian-and-german/
University of Mancheseter,Russian and History BA (4 years),00096/ba-russian-and-history/
University of Mancheseter,Russian and Italian BA (4 years),00313/ba-russian-and-italian/
University of Mancheseter,Russian and Japanese BA (4 years),06814/ba-russian-and-japanese/
University of Mancheseter,Russian and Linguistics BA (4 years),00292/ba-russian-and-linguistics/
University of Mancheseter,Russian and Politics BA (4 years),11167/ba-russian-and-politics/
University of Mancheseter,Russian and Portuguese BA (4 years),00103/ba-russian-and-portuguese/
University of Mancheseter,Russian and Spanish BA (4 years),00318/ba-russian-and-spanish/
University of Mancheseter,Russian Studies BA (4 years),00357/ba-russian-studies/
University of Mancheseter,Social Anthropology BSocSc (3 or 4 years),00676/bsocsc-social-anthropology/
University of Mancheseter,Social Anthropology and Criminology BASS (3 years),08850/bass-social-anthropology-and-criminology/
University of Mancheseter,Social Anthropology and Linguistics BA (3 years),00288/ba-social-anthropology-and-linguistics/
University of Mancheseter,Social Anthropology and Philosophy BASS (3 years),08849/bass-social-anthropology-and-philosophy/
University of Mancheseter,Social Anthropology and Quantitative Methods BASS (3 years),09767/bass-social-anthropology-and-quantitative-methods/
University of Mancheseter,Social Anthropology and Sociology BASS (3 years),08846/bass-social-anthropology-and-sociology/
University of Mancheseter,Sociology BSocSc (3 years),00678/bsocsc-sociology/
University of Mancheseter,Sociology and Arabic BA (4 years),17981/ba-sociology-and-arabic/
University of Mancheseter,Sociology and Chinese BA (4 years),17982/ba-sociology-and-chinese/
University of Mancheseter,Sociology and Criminology BASS (3 years),08848/bass-sociology-and-criminology/
University of Mancheseter,Sociology and French BA (4 years),17983/ba-sociology-and-french/
University of Mancheseter,Sociology and German BA (4 years),17984/ba-sociology-and-german/
University of Mancheseter,Sociology and History BA (3 years),00260/ba-sociology-and-history/
University of Mancheseter,Sociology and Italian BA (4 years),17985/ba-sociology-and-italian/
University of Mancheseter,Sociology and Japanese BA (4 years),17986/ba-sociology-and-japanese/
University of Mancheseter,Sociology and Linguistics BA (3 years),00289/ba-sociology-and-linguistics/
University of Mancheseter,Sociology and Philosophy BASS (3 years),08847/bass-sociology-and-philosophy/
University of Mancheseter,Sociology and Portuguese BA (4 years),17987/ba-sociology-and-portuguese/
University of Mancheseter,Sociology and Quantitative Methods BASS (3 years),09765/bass-sociology-and-quantitative-methods/
University of Mancheseter,Sociology and Russian BA (4 years),17988/ba-sociology-and-russian/
University of Mancheseter,Sociology and Spanish BA (4 years),17989/ba-sociology-and-spanish/
University of Mancheseter,Software Engineering BSc (3 years),05125/bsc-software-engineering/
University of Mancheseter,Software Engineering MEng (4 years),05124/meng-software-engineering/
University of Mancheseter,Software Engineering with Industrial Experience BSc (4 years),06517/bsc-software-engineering-with-industrial-experience/
University of Mancheseter,Software Engineering with Industrial Experience MEng (5 years),09627/meng-software-engineering-with-industrial-experience/
University of Mancheseter,"Spanish, Portuguese and Latin American Studies BA (4 years)",00249/ba-spanish-portuguese-and-latin-american-studies/
University of Mancheseter,Spanish and Chinese BA (4 years),00071/ba-spanish-and-chinese/
University of Mancheseter,Spanish and English Language BA (4 years),00088/ba-spanish-and-english-language/
University of Mancheseter,Spanish and French BA (4 years),00306/ba-spanish-and-french/
University of Mancheseter,Spanish and German BA (4 years),00310/ba-spanish-and-german/
University of Mancheseter,Spanish and History BA (4 years),00261/ba-spanish-and-history/
University of Mancheseter,Spanish and Italian BA (4 years),00314/ba-spanish-and-italian/
University of Mancheseter,Spanish and Japanese BA (4 years),06818/ba-spanish-and-japanese/
University of Mancheseter,Spanish and Latin BA (4 years),00277/ba-spanish-and-latin/
University of Mancheseter,Spanish and Linguistics BA (4 years),00290/ba-spanish-and-linguistics/
University of Mancheseter,Spanish and Politics BA (4 years),11168/ba-spanish-and-politics/
University of Mancheseter,Spanish and Portuguese BA (4 years),00104/ba-spanish-and-portuguese/
University of Mancheseter,Spanish and Russian BA (4 years),00318/ba-spanish-and-russian/
University of Mancheseter,Speech and Language Therapy BSc (3 years),11331/bsc-speech-and-language-therapy/
University of Mancheseter,Speech and Language Therapy MSpchLangTher (4 years),11431/mspchlangther-speech-and-language-therapy/
University of Mancheseter,Theological Studies in Philosophy and Ethics BA,08507/ba-theological-studies-in-philosophy-and-ethics/
University of Mancheseter,Zoology BSc (3 years),00663/bsc-zoology/
University of Mancheseter,Zoology MSci (4 years),10129/msci-zoology/
University of Mancheseter,Zoology with a Modern Language BSc (4 years),00665/bsc-zoology-with-a-modern-language/
University of Mancheseter,Zoology with Entrepreneurship BSc (4 years),18049/bsc-zoology-with-entrepreneurship/
University of Mancheseter,Zoology with Industrial/Professional Experience BSc (4 years),00664/bsc-zoology-with-industrial-professional-experience/
University of Cambridge,"Anglo-Saxon, Norse, and Celtic",/courses/anglo-saxon-norse-and-celtic
University of Cambridge,Archaeology,/courses/archaeology
University of Cambridge,Architecture,/courses/architecture
University of Cambridge,Asian and Middle Eastern Studies,/courses/asian-and-middle-eastern-studies
University of Cambridge,Chemical Engineering,/courses/chemical-engineering
University of Cambridge,Classics,/courses/classics
University of Cambridge,Computer Science,/courses/computer-science
University of Cambridge,Economics,/courses/economics
University of Cambridge,Education,/courses/education
University of Cambridge,Engineering,/courses/engineering
University of Cambridge,English,/courses/english
University of Cambridge,Geography,/courses/geography
University of Cambridge,History,/courses/history
University of Cambridge,History and Modern Languages,/courses/history-and-modern-languages
University of Cambridge,History and Politics,/courses/history-and-politics
University of Cambridge,History of Art,/courses/history-of-art
University of Cambridge,"Human, Social, and Political Sciences",/courses/human-social-and-political-sciences
University of Cambridge,Land Economy,/courses/land-economy
University of Cambridge,Law,/courses/law
University of Cambridge,Linguistics,/courses/linguistics
University of Cambridge,Management Studies (Part II course),/courses/management-studies
University of Cambridge,Manufacturing Engineering (Part II course),/courses/manufacturing-engineering
University of Cambridge,Mathematics,/courses/mathematics
University of Cambridge,Medicine,/courses/medicine
University of Cambridge,Medicine (Graduate Course),/courses/medicine-graduate-course
University of Cambridge,Modern and Medieval Languages,/courses/modern-and-medieval-languages
University of Cambridge,Music,/courses/music
University of Cambridge,Natural Sciences,/courses/natural-sciences
University of Cambridge,Philosophy,/courses/philosophy
University of Cambridge,Psychological and Behavioural Sciences,/courses/psychological-and-behavioural-sciences
University of Cambridge,"Theology, Religion, and Philosophy of Religion",/courses/theology
University of Cambridge,Veterinary Medicine,/courses/veterinary-medicine
University of Hertfordshire,Aerospace Engineering,https://www.herts.ac.uk/courses/postgraduate-masters/aerospace-engineering
University of Hertfordshire,Engineering (Aerospace) (Far STEM),https://www.herts.ac.uk/courses/postgraduate-masters/msc-engineering-aerospace-far-stem
University of Hertfordshire,Automotive Engineering,https://www.herts.ac.uk/courses/postgraduate-masters/automotive-engineering
University of Hertfordshire,Engineering (Automotive) (Far STEM),https://www.herts.ac.uk/courses/postgraduate-masters/msc-engineering-automotive-far-stem
University of Hertfordshire,Business Administration[Level 6],https://www.herts.ac.uk/courses/undergraduate/business-administration
University of Hertfordshire,International Business,https://www.herts.ac.uk/courses/postgraduate-masters/msc-international-business
University of Hertfordshire,Management,https://www.herts.ac.uk/courses/postgraduate-masters/management
University of Hertfordshire,Master of Business Administration,https://www.herts.ac.uk/international/new-international-students/intakes/master-of-business-administration-mba
University of Hertfordshire,Advanced Computer Science(with Placement Year/Advanced Research),https://www.herts.ac.uk/courses/postgraduate-masters/msc-advanced-computer-science
University of Hertfordshire,Artificial Intelligence and Robotics(with Placement Year/Advanced Research),https://www.herts.ac.uk/courses/postgraduate-masters/msc-artificial-intelligence-and-robotics
University of Hertfordshire,Computer Networks and Systems Security(with Placement Year/Advanced Research),https://www.herts.ac.uk/courses/postgraduate-masters/msc-computer-networks-and-systems-security
University of Hertfordshire,Computer Science,https://www.herts.ac.uk/courses/postgraduate-masters/msc-computer-science
University of Hertfordshire,Cyber Security(with Placement Year/Advanced Research),https://www.herts.ac.uk/courses/postgraduate-masters/msc-cyber-security
University of Hertfordshire,Data Science and Analytics(with Placement Year/Advanced Research),https://www.herts.ac.uk/courses/postgraduate-masters/msc-data-science-and-analytics
University of Hertfordshire,Software Engineering with Placement Year(with Placement Year/Advanced Research),https://www.herts.ac.uk/courses/postgraduate-masters/software-engineering-online2
University of Hertfordshire,Environmental Management,https://www.herts.ac.uk/courses/postgraduate-masters/environmental-management
University of Hertfordshire,Environmental Management for Agriculture,https://www.herts.ac.uk/courses/postgraduate-masters/environmental-management-for-agriculture-msc
University of Hertfordshire,Sustainable Planning,https://www.herts.ac.uk/courses/postgraduate-masters/sustainable-planning
University of Hertfordshire,Sustainable Planning and Environmental Management,https://www.herts.ac.uk/courses/postgraduate-masters/sustainable-planning-and-environmental-management
University of Hertfordshire,Sustainable Planning and Transport,https://www.herts.ac.uk/courses/postgraduate-masters/sustainable-planning-and-transport
University of Hertfordshire,Water and Environmental Management,https://www.herts.ac.uk/courses/postgraduate-masters/water-and-environmental-management
University of Hertfordshire,Clinical Dermatology,https://www.herts.ac.uk/courses/msc-clinical-dermatology
University of Hertfordshire,Clinical Skin Integrity and Wound Management,https://www.herts.ac.uk/courses/postgraduate-masters/msc-clinical-skin-integrity-and-wound-management
University of Hertfordshire,Health and Medical Education,https://www.herts.ac.uk/courses/postgraduate-masters/msc-health-and-medical-education
University of Hertfordshire,Health and Medical Simulation,https://www.herts.ac.uk/courses/postgraduate-masters/msc-health-and-medical-simulation
University of Hertfordshire,Bachelors of Law[Level 4 and 6],https://www.herts.ac.uk/courses/undergraduate/law-degree-llb
University of Hertfordshire,Bachelors of Law Accelerated,https://www.herts.ac.uk/courses/undergraduate/two-year-accelerated-llb-programme
University of Hertfordshire,Business Law,https://www.herts.ac.uk/courses/postgraduate-masters/llm-business-law
University of Hertfordshire,"Governance, Risk Management and Compliance","https://www.herts.ac.uk/courses/postgraduate-masters/llm-governance,-risk-management-and-compliance"
University of Hertfordshire,Intellectual Property and Date Protection Law,https://www.herts.ac.uk/courses/postgraduate-masters/llm-intellectual-property-and-data-protection-law
University of Hertfordshire,International Commercial Law,https://www.herts.ac.uk/courses/postgraduate-masters/llm-international-commercial-law
University of Hertfordshire,International Financial Law,https://www.herts.ac.uk/courses/postgraduate-masters/llm-intellectual-finance-law
University of Hertfordshire,International Human Rights Law,https://www.herts.ac.uk/courses/postgraduate-masters/llm-human-rights-law
University of Hertfordshire,International Law,https://www.herts.ac.uk/courses/postgraduate-masters/llm-international-law
University of Hertfordshire,IT Law and Policy,https://www.herts.ac.uk/courses/postgraduate-masters/llm-it-law-and-policy
University of Hertfordshire,Masters of Laws,https://www.herts.ac.uk/courses/postgraduate-masters/llm-in-law
University of Hertfordshire,Supply Chain Management,https://www.herts.ac.uk/courses/postgraduate-masters/msc-supply-chain-management
University of Hertfordshire,Power Electronics and Control,
University of Hertfordshire,Manufacturing Management,
University of Hertfordshire,Communications and Information Engineering,https://www.herts.ac.uk/courses/postgraduate-masters/msc-communications-and-information-engineering
University of Hertfordshire,Mechanical Engineering,https://www.herts.ac.uk/courses/postgraduate-masters/mechanical-engineering
